Gene stable ID	Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENSG00000156869	ENST00000646001	Q6ZNA5	FRRS1
ENSG00000243335	ENST00000639828	Q96MP8	KCTD7
ENSG00000165269	ENST00000297988	O14520	AQP7
ENSG00000165271	ENST00000297990	Q9H6R4	NOL6
ENSG00000257923	ENST00000292535	P39880	CUX1
ENSG00000198925	ENST00000361242	Q7Z3C6	ATG9A
ENSG00000214212	ENST00000397820	A8MVS5	C19orf38
ENSG00000196090	ENST00000373187	O14522	PTPRT
ENSG00000183018	ENST00000329078	Q8IVW8	SPNS2
ENSG00000176020	ENST00000320431	Q86WK7	AMIGO3
ENSG00000166069	ENST00000319669	Q8N6Q1	TMCO5A
ENSG00000155906	ENST00000444024	Q9NWS8	RMND1
ENSG00000244694	ENST00000339488	Q6ZW05	PTCHD4
ENSG00000280236	ENST00000642051	P58182	OR12D2
ENSG00000188467	ENST00000341459	Q71RS6	SLC24A5
ENSG00000213186	ENST00000309784	Q8IWR1	TRIM59
ENSG00000188269	ENST00000322301	Q15622	OR7A5
ENSG00000196620	ENST00000338206	P54855	UGT2B15
ENSG00000240583	ENST00000311813	P29972	AQP1
ENSG00000286920	ENST00000494082	Q5STR5	SMIM40
ENSG00000169105	ENST00000306243	Q8NCH0	CHST14
ENSG00000236398	ENST00000446620	P59534	TAS2R39
ENSG00000221937	ENST00000408947	P59535	TAS2R40
ENSG00000180638	ENST00000433844	Q86VL8	SLC47A2
ENSG00000166856	ENST00000300098	O15218	GPR182
ENSG00000167194	ENST00000681219	Q96LL3	C16orf92
ENSG00000271079	ENST00000420911	A4D2H0	CTAGE15
ENSG00000164023	ENST00000690982	Q8NHU3	SGMS2
ENSG00000164604	ENST00000424100	P60893	GPR85
ENSG00000253598	ENST00000518568	Q5PT55	SLC10A5
ENSG00000168818	ENST00000306200	Q9P2W9	STX18
ENSG00000168824	ENST00000621129	P42857	NSG1
ENSG00000157404	ENST00000288135	P10721	KIT
ENSG00000158669	ENST00000396987	Q86UL3	GPAT4
ENSG00000198246	ENST00000373189	Q9BZD2	SLC29A3
ENSG00000176454	ENST00000314891	Q643R3	LPCAT4
ENSG00000167769	ENST00000301452	Q8TDN7	ACER1
ENSG00000185885	ENST00000408968	P13164	IFITM1
ENSG00000166257	ENST00000299333	Q9NY72	SCN3B
ENSG00000189067	ENST00000622633	Q99732	LITAF
ENSG00000204702	ENST00000641659	Q9GZK6	OR2J1
ENSG00000274102	ENST00000614722	Q8NGB6	OR4M2
ENSG00000171204	ENST00000358867	Q8IUX1	TMEM126B
ENSG00000278057	ENST00000617225	O15482	TEX28
ENSG00000179085	ENST00000368400	Q9P2X0	DPM3
ENSG00000173080	ENST00000368318	Q8TDU9	RXFP4
ENSG00000164096	ENST00000504110	Q8WVX3	C4orf3
ENSG00000205423	ENST00000427478	Q8N9A8	CNEP1R1
ENSG00000166341	ENST00000299441	Q96JQ0	DCHS1
ENSG00000163646	ENST00000327047	P58418	CLRN1
ENSG00000155970	ENST00000318063	Q86XE3	MICU3
ENSG00000172292	ENST00000305747	Q6ZMG9	CERS6
ENSG00000167645	ENST00000339413	Q5BJH7	YIF1B
ENSG00000221813	ENST00000641698	O95007	OR6B1
ENSG00000169446	ENST00000305963	Q8N4V1	MMGT1
ENSG00000204704	ENST00000377175	Q9Y3N9	OR2W1
ENSG00000197818	ENST00000361573	Q9Y2E8	SLC9A8
ENSG00000185105	ENST00000409745	A6NDP7	MYADML2
ENSG00000212807	ENST00000641810	Q8NGT9	OR2A42
ENSG00000243896	ENST00000641841	Q96R45	OR2A7
ENSG00000174951	ENST00000645652	P19526	FUT1
ENSG00000221858	ENST00000641592	Q8NGT7	OR2A12
ENSG00000221938	ENST00000641068	Q96R47	OR2A14
ENSG00000174482	ENST00000698399	Q7L985	LINGO2
ENSG00000184014	ENST00000328194	Q6IQ26	DENND5A
ENSG00000172469	ENST00000358812	Q5SRI9	MANEA
ENSG00000198018	ENST00000370489	Q9NQZ7	ENTPD7
ENSG00000184451	ENST00000332438	P46092	CCR10
ENSG00000171811	ENST00000368586	Q8IYW2	CFAP46
ENSG00000250673	ENST00000623665	A0A1B0GV85	REELD1
ENSG00000265107	ENST00000579774	P36382	GJA5
ENSG00000167695	ENST00000308278	Q8TBR7	TLCD3A
ENSG00000169894	ENST00000379458	Q02505	MUC3A
ENSG00000188800	ENST00000372766	Q7Z6W1	TMCO2
ENSG00000177675	ENST00000313599	Q9NR16	CD163L1
ENSG00000158887	ENST00000533357	P25189	MPZ
ENSG00000221955	ENST00000469902	A0AV02	SLC12A8
ENSG00000221910	ENST00000408955	O95006	OR2F2
ENSG00000221989	ENST00000408979	Q6IF42	OR2A2
ENSG00000198822	ENST00000361669	Q14832	GRM3
ENSG00000171942	ENST00000305899	O60403	OR10H2
ENSG00000260916	ENST00000442196	Q9ULG6	CCPG1
ENSG00000283526	ENST00000636672	A0A1B0GWB2	PRRT1B
ENSG00000174695	ENST00000502346	Q8TBQ9	TMEM167A
ENSG00000205277	ENST00000536621	Q9UKN1	MUC12
ENSG00000187616	ENST00000339996	A6NI61	MYMK
ENSG00000159363	ENST00000326735	Q9NQ11	ATP13A2
ENSG00000177363	ENST00000317449	Q8ND94	LRRN4CL
ENSG00000186788	ENST00000445385	P0C874	SPATA31D3
ENSG00000214929	ENST00000344803	Q6ZQQ2	SPATA31D1
ENSG00000165325	ENST00000298050	Q05D60	DEUP1
ENSG00000181518	ENST00000641687	Q8NGM9	OR8D4
ENSG00000174982	ENST00000641692	Q8NH73	OR4S2
ENSG00000181767	ENST00000313503	Q8N162	OR8H2
ENSG00000182782	ENST00000328880	Q8TDS4	HCAR2
ENSG00000255398	ENST00000528880	P49019	HCAR3
ENSG00000164300	ENST00000507668	Q86VE9	SERINC5
ENSG00000168079	ENST00000354914	Q6ZMJ2	SCARA5
ENSG00000176230	ENST00000641386	Q8NGC6	OR4K17
ENSG00000181009	ENST00000641181	Q8NH56	OR52N5
ENSG00000183389	ENST00000641156	Q8NGH8	OR56A4
ENSG00000171944	ENST00000307388	Q9H2C5	OR52A5
ENSG00000172324	ENST00000302040	Q8NGI9	OR5A2
ENSG00000181001	ENST00000641645	Q8NH53	OR52N1
ENSG00000170088	ENST00000306480	Q8IY95	TMEM192
ENSG00000174640	ENST00000310926	Q92959	SLCO2A1
ENSG00000170929	ENST00000641627	Q8NGA1	OR1M1
ENSG00000188000	ENST00000641288	Q96RA2	OR7D2
ENSG00000174667	ENST00000641669	Q8NG98	OR7D4
ENSG00000244355	ENST00000375825	O95868	LY6G6D
ENSG00000255713	ENST00000545221	P58180	OR4D2
ENSG00000277481	ENST00000620267	Q7Z443	PKD1L3
ENSG00000183706	ENST00000328795	Q8N0Y3	OR4N4
ENSG00000279408	ENST00000623441	A0A096LPK9	OR4N4C
ENSG00000182974	ENST00000332663	A0A0X1KG70	OR4M2B
ENSG00000243566	ENST00000334348	Q9BT76	UPK3B
ENSG00000158683	ENST00000289672	Q8TDX9	PKD1L1
ENSG00000187902	ENST00000376325	A6NL88	SHISA7
ENSG00000184811	ENST00000333813	Q8IXB3	TRARG1
ENSG00000164520	ENST00000357183	Q8TD07	RAET1E
ENSG00000173692	ENST00000308696	Q99460	PSMD1
ENSG00000196549	ENST00000360490	P08473	MME
ENSG00000243279	ENST00000553851	O60831	PRAF2
ENSG00000164199	ENST00000405460	Q8WXG9	ADGRV1
ENSG00000198874	ENST00000359626	Q9NV66	TYW1
ENSG00000198825	ENST00000650623	Q9Y2H2	INPP5F
ENSG00000156162	ENST00000414645	Q7Z388	DPY19L4
ENSG00000185905	ENST00000329410	Q6UWD8	C16orf54
ENSG00000164588	ENST00000303230	O60741	HCN1
ENSG00000185442	ENST00000327355	Q3ZCQ3	FAM174B
ENSG00000166394	ENST00000299498	Q6BCY4	CYB5R2
ENSG00000184140	ENST00000328882	Q8NGB9	OR4F6
ENSG00000168995	ENST00000317643	Q9Y286	SIGLEC7
ENSG00000160868	ENST00000651514	P08684	CYP3A4
ENSG00000186806	ENST00000335624	Q86VR7	VSIG10L
ENSG00000164209	ENST00000355943	Q96AG3	SLC25A46
ENSG00000188993	ENST00000682860	Q68CR7	LRRC66
ENSG00000187918	ENST00000641930	Q9H344	OR51I2
ENSG00000167105	ENST00000507382	Q6UXU6	TMEM92
ENSG00000168000	ENST00000360796	Q96G97	BSCL2
ENSG00000179213	ENST00000601727	Q8N7X8	SIGLECL1
ENSG00000248385	ENST00000432826	B6A8C7	TARM1
ENSG00000181963	ENST00000325719	Q8NGK3	OR52K2
ENSG00000196778	ENST00000641528	Q8NGK4	OR52K1
ENSG00000167614	ENST00000376530	Q9H313	TTYH1
ENSG00000197790	ENST00000360213	Q8NGK5	OR52M1
ENSG00000255012	ENST00000641076	Q8NGP8	OR5M1
ENSG00000170683	ENST00000642047	P58181	OR10A3
ENSG00000170790	ENST00000641461	Q9H208	OR10A2
ENSG00000176893	ENST00000641926	Q8NGK0	OR51G2
ENSG00000176895	ENST00000641490	Q8NH64	OR51A7
ENSG00000180974	ENST00000641726	Q8NGH9	OR52E4
ENSG00000187486	ENST00000339994	Q14654	KCNJ11
ENSG00000184933	ENST00000641196	O95222	OR6A2
ENSG00000188124	ENST00000641124	A6NM03	OR2AG2
ENSG00000164776	ENST00000297373	Q16816	PHKG1
ENSG00000187581	ENST00000342144	Q7Z4L0	COX8C
ENSG00000175785	ENST00000393140	Q86XR5	PRIMA1
ENSG00000234745	ENST00000412585	P01889	HLA-B
ENSG00000205755	ENST00000400841	Q9HC73	CRLF2
ENSG00000257743	ENST00000477922	Q2M2H8	MGAM2
ENSG00000157111	ENST00000454765	Q8WVE6	TMEM171
ENSG00000164050	ENST00000296440	O43157	PLXNB1
ENSG00000156219	ENST00000355810	Q13508	ART3
ENSG00000177186	ENST00000317965	Q8NG81	OR2M7
ENSG00000205084	ENST00000258173	Q9H6L2	TMEM231
ENSG00000174886	ENST00000308961	Q86Y39	NDUFA11
ENSG00000225697	ENST00000395550	Q9BXS9	SLC26A6
ENSG00000167657	ENST00000545797	O43293	DAPK3
ENSG00000203661	ENST00000641363	Q6IEZ7	OR2T5
ENSG00000213672	ENST00000294129	Q9NZQ3	NCKIPSD
ENSG00000167178	ENST00000453268	Q6UXK2	ISLR2
ENSG00000188760	ENST00000373883	Q66K66	TMEM198
ENSG00000158477	ENST00000289429	P06126	CD1A
ENSG00000158481	ENST00000368170	P29017	CD1C
ENSG00000158865	ENST00000424767	Q8WWX8	SLC5A11
ENSG00000215301	ENST00000644876	O00571	DDX3X
ENSG00000180016	ENST00000322608	P30953	OR1E1
ENSG00000162889	ENST00000367103	P49137	MAPKAPK2
ENSG00000163964	ENST00000392391	Q8TBF5	PIGX
ENSG00000169442	ENST00000374213	P31358	CD52
ENSG00000174327	ENST00000308027	Q7RTY0	SLC16A13
ENSG00000205359	ENST00000506729	Q86UG4	SLCO6A1
ENSG00000232382	ENST00000642057	Q8NHB7	OR5K1
ENSG00000178033	ENST00000368599	Q8N5C1	CALHM5
ENSG00000198398	ENST00000354905	Q6UWW9	TMEM207
ENSG00000231213	ENST00000443512	A0PG75	PLSCR5
ENSG00000165810	ENST00000327705	Q6UXG8	BTNL9
ENSG00000173262	ENST00000431042	Q8TDB8	SLC2A14
ENSG00000228300	ENST00000409293	Q9BVV8	FAM174C
ENSG00000156671	ENST00000542569	Q96LT4	SAMD8
ENSG00000232258	ENST00000620492	B3SHH9	TMEM114
ENSG00000175826	ENST00000574322	O95476	CTDNEP1
ENSG00000238227	ENST00000418388	H0YL14	TMEM250
ENSG00000163832	ENST00000296149	Q0PNE2	ELP6
ENSG00000176884	ENST00000371561	Q05586	GRIN1
ENSG00000204314	ENST00000211413	Q99946	PRRT1
ENSG00000167332	ENST00000396950	Q9H255	OR51E2
ENSG00000168394	ENST00000354258	Q03518	TAP1
ENSG00000167543	ENST00000301057	Q8NBR0	TP53I13
ENSG00000181652	ENST00000639579	Q674R7	ATG9B
ENSG00000167191	ENST00000300571	Q9NZH0	GPRC5B
ENSG00000204161	ENST00000374153	Q5T292	TMEM273
ENSG00000230246	ENST00000706933	P0DKV0	SPATA31C1
ENSG00000166206	ENST00000311550	P28472	GABRB3
ENSG00000164647	ENST00000297205	Q9UHE8	STEAP1
ENSG00000188582	ENST00000340634	Q6ZVX9	PAQR9
ENSG00000164007	ENST00000296387	Q8N6F1	CLDN19
ENSG00000186297	ENST00000335625	P31644	GABRA5
ENSG00000204296	ENST00000533191	Q5SRN2	TSBP1
ENSG00000231192	ENST00000641874	A6NKK0	OR5H1
ENSG00000236032	ENST00000641380	A6NHG9	OR5H14
ENSG00000184454	ENST00000374392	Q5T1S8	NCMAP
ENSG00000180739	ENST00000333430	Q9H228	S1PR5
ENSG00000174106	ENST00000308330	Q9Y2U8	LEMD3
ENSG00000174915	ENST00000308020	Q9BVG9	PTDSS2
ENSG00000183625	ENST00000395940	P51677	CCR3
ENSG00000181408	ENST00000313135	Q9UKP6	UTS2R
ENSG00000204764	ENST00000523189	Q9H2T7	RANBP17
ENSG00000172150	ENST00000381951	Q9Y585	OR1A2
ENSG00000278299	ENST00000622206	Q6IPX1	TBC1D3C
ENSG00000218305	ENST00000650262	A4D256	CDC14C
ENSG00000163703	ENST00000452070	Q96HD1	CRELD1
ENSG00000253457	ENST00000517349	P0DKX4	SMIM18
ENSG00000170412	ENST00000392627	Q9NQ84	GPRC5C
ENSG00000164040	ENST00000296425	O15173	PGRMC2
ENSG00000159792	ENST00000291041	P11801	PSKH1
ENSG00000171014	ENST00000307033	Q8NGN0	OR4D5
ENSG00000178358	ENST00000317834	Q8NGH3	OR2D3
ENSG00000166736	ENST00000504030	P46098	HTR3A
ENSG00000167261	ENST00000393847	Q9H4A9	DPEP2
ENSG00000176894	ENST00000317479	Q9NR77	PXMP2
ENSG00000166368	ENST00000299459	Q9H210	OR2D2
ENSG00000181371	ENST00000327216	Q8NGP6	OR5M8
ENSG00000172188	ENST00000641580	Q6IEV9	OR4C11
ENSG00000172377	ENST00000641439	Q8NGQ6	OR9I1
ENSG00000198283	ENST00000360374	A6NL26	OR5B21
ENSG00000167359	ENST00000380211	Q9H343	OR51I1
ENSG00000172269	ENST00000354202	Q9H3H5	DPAGT1
ENSG00000170923	ENST00000641081	Q8NG99	OR7G2
ENSG00000176695	ENST00000585993	Q8NGA8	OR4F17
ENSG00000180720	ENST00000682254	P08173	CHRM4
ENSG00000176809	ENST00000584306	O60309	LRRC37A3
ENSG00000261272	ENST00000561890	E2RYF6	MUC22
ENSG00000198794	ENST00000425597	Q8TAC9	SCAMP5
ENSG00000170214	ENST00000306675	P35368	ADRA1B
ENSG00000162951	ENST00000295057	Q86UE6	LRRTM1
ENSG00000156398	ENST00000369893	Q96NB2	SFXN2
ENSG00000158864	ENST00000676972	O75306	NDUFS2
ENSG00000166073	ENST00000561100	Q14439	GPR176
ENSG00000156564	ENST00000338305	Q9ULH4	LRFN2
ENSG00000168959	ENST00000305447	P41594	GRM5
ENSG00000168903	ENST00000342868	Q6UXE8	BTNL3
ENSG00000166926	ENST00000684409	Q96DS6	MS4A6E
ENSG00000185920	ENST00000331920	Q13635	PTCH1
ENSG00000164466	ENST00000321442	Q9H9B4	SFXN1
ENSG00000177119	ENST00000320560	Q4KMQ2	ANO6
ENSG00000164930	ENST00000358755	O60353	FZD6
ENSG00000187741	ENST00000389301	O15360	FANCA
ENSG00000159596	ENST00000372025	Q5SWH9	TMEM69
ENSG00000261594	ENST00000562197	P0DKB5	TPBGL
ENSG00000205060	ENST00000378509	Q969S0	SLC35B4
ENSG00000197406	ENST00000510508	P55073	DIO3
ENSG00000249751	ENST00000618155	Q19T08	ECSCR
ENSG00000280094	ENST00000623530	Q8NGR6	OR1B1
ENSG00000162426	ENST00000471889	Q9Y2W3	SLC45A1
ENSG00000158158	ENST00000377075	Q6P4Q7	CNNM4
ENSG00000164325	ENST00000296776	Q8WUU8	TMEM174
ENSG00000168763	ENST00000305510	Q8NE01	CNNM3
ENSG00000197147	ENST00000330947	Q6P9F7	LRRC8B
ENSG00000176922	ENST00000322101	Q8NGJ8	OR51S1
ENSG00000185862	ENST00000330927	P34910	EVI2B
ENSG00000274512	ENST00000612727	B9A6J9	TBC1D3L
ENSG00000184986	ENST00000392519	Q9BTD3	TMEM121
ENSG00000165699	ENST00000298552	Q92574	TSC1
ENSG00000250366	ENST00000503525	A0A1B0GTB2	TUNAR
ENSG00000183303	ENST00000329434	Q8WZ92	OR5P2
ENSG00000187688	ENST00000338560	Q9Y5S1	TRPV2
ENSG00000170482	ENST00000348729	Q9UHI7	SLC23A1
ENSG00000204267	ENST00000374897	Q03519	TAP2
ENSG00000170464	ENST00000302060	Q9H819	DNAJC18
ENSG00000184860	ENST00000328945	Q8WUS8	SDR42E1
ENSG00000255346	ENST00000388866	Q96PH1	NOX5
ENSG00000162687	ENST00000294725	Q6UVM3	KCNT2
ENSG00000166557	ENST00000299705	Q9Y3Q3	TMED3
ENSG00000169758	ENST00000388942	Q2M3C6	TMEM266
ENSG00000168575	ENST00000520262	Q08357	SLC20A2
ENSG00000213066	ENST00000366847	O95684	CEP43
ENSG00000267221	ENST00000587304	A0A1B0GUU1	C17orf113
ENSG00000180694	ENST00000458549	Q6YI46	TMEM64
ENSG00000254206	ENST00000698511	E5RHQ5	NPIPB11
ENSG00000174233	ENST00000357869	O43306	ADCY6
ENSG00000244623	ENST00000316368	Q8NHA4	OR2AE1
ENSG00000291309	ENST00000706920	P0DTL4	LY6S
ENSG00000181754	ENST00000369864	Q86WK6	AMIGO1
ENSG00000258890	ENST00000556440	Q96GE4	CEP95
ENSG00000174944	ENST00000309170	Q15391	P2RY14
ENSG00000169313	ENST00000302632	Q9H244	P2RY12
ENSG00000234719	ENST00000399147	A6NJ64	NPIPB2
ENSG00000186118	ENST00000334122	Q6PEX7	TEX38
ENSG00000159658	ENST00000371933	O75071	EFCAB14
ENSG00000204969	ENST00000526136	Q9Y5H9	PCDHA2
ENSG00000255408	ENST00000522353	Q9Y5H8	PCDHA3
ENSG00000204963	ENST00000525929	Q9UN72	PCDHA7
ENSG00000251664	ENST00000398631	Q9UN75	PCDHA12
ENSG00000239389	ENST00000289272	Q9Y5I0	PCDHA13
ENSG00000174749	ENST00000309733	Q8N8J7	FAM241A
ENSG00000163624	ENST00000295887	Q92903	CDS1
ENSG00000179615	ENST00000641114	Q8NGE2	OR2AP1
ENSG00000176018	ENST00000315948	Q7Z3D4	LYSMD3
ENSG00000178878	ENST00000356591	Q96LR9	APOLD1
ENSG00000189051	ENST00000399398	A6NCQ9	RNF222
ENSG00000189013	ENST00000345540	Q99706	KIR2DL4
ENSG00000185664	ENST00000548747	P40967	PMEL
ENSG00000187857	ENST00000641576	A6NL08	OR6C75
ENSG00000185821	ENST00000328314	A6NM76	OR6C76
ENSG00000188324	ENST00000358433	A6NF89	OR6C6
ENSG00000279000	ENST00000641238	Q8NH74	OR10A6
ENSG00000172362	ENST00000641921	Q96R08	OR5B12
ENSG00000177951	ENST00000382762	Q9NYM9	BET1L
ENSG00000182685	ENST00000328540	Q6PL45	BRICD5
ENSG00000187527	ENST00000342358	Q4VNC0	ATP13A5
ENSG00000177558	ENST00000324675	Q17R55	FAM187B
ENSG00000185201	ENST00000616316	Q01629	IFITM2
ENSG00000163683	ENST00000295958	Q96QK8	SMIM14
ENSG00000233412	ENST00000641450	A6NDH6	OR5H15
ENSG00000259224	ENST00000412468	P0C7Q6	SLC35G6
ENSG00000170956	ENST00000357396	P40198	CEACAM3
ENSG00000204381	ENST00000375614	Q6UX15	LAYN
ENSG00000164180	ENST00000296595	Q8NDZ6	TMEM161B
ENSG00000183695	ENST00000329773	Q96LB1	MRGPRX2
ENSG00000205328	ENST00000379665	A6NJZ3	OR6C65
ENSG00000248383	ENST00000253807	Q9H158	PCDHAC1
ENSG00000277932	ENST00000610445	Q8NH55	OR52E5
ENSG00000237651	ENST00000432605	A8MZ97	C2orf74
ENSG00000162621	ENST00000294635	A6NM62	LRRC53
ENSG00000170653	ENST00000420353	P17544	ATF7
ENSG00000161929	ENST00000574081	Q6UWF3	SCIMP
ENSG00000171051	ENST00000304748	P21462	FPR1
ENSG00000203756	ENST00000368143	Q5VVB8	TMEM244
ENSG00000259207	ENST00000559488	P05106	ITGB3
ENSG00000178084	ENST00000318351	Q8WXA8	HTR3C
ENSG00000214940	ENST00000525596	P0DM63	NPIPA8
ENSG00000185164	ENST00000622306	Q5JPE7	NOMO2
ENSG00000182158	ENST00000330387	Q70SY1	CREB3L2
ENSG00000159164	ENST00000369146	Q7L0J3	SV2A
ENSG00000205329	ENST00000641740	Q9NZP0	OR6C3
ENSG00000164615	ENST00000297156	P49069	CAMLG
ENSG00000197706	ENST00000343399	A6NCV1	OR6C74
ENSG00000280021	ENST00000624103	A6NGY5	OR51F1
ENSG00000158604	ENST00000457408	Q7Z7H5	TMED4
ENSG00000174529	ENST00000367167	Q6P7N7	TMEM81
ENSG00000235718	ENST00000619721	Q9BY79	MFRP
ENSG00000172927	ENST00000441339	Q96EZ4	MYEOV
ENSG00000179256	ENST00000316048	A2RU48	SMCO3
ENSG00000175398	ENST00000309675	Q8NGE3	OR10P1
ENSG00000168671	ENST00000282507	Q3SY77	UGT3A2
ENSG00000173890	ENST00000355897	Q9UJ42	GPR160
ENSG00000228567	ENST00000311170	Q7Z5H5	VN1R4
ENSG00000284638	ENST00000641816	A0A286YF18	SMIM44
ENSG00000185774	ENST00000382152	Q6PIL6	KCNIP4
ENSG00000188011	ENST00000343216	Q14D33	RTP5
ENSG00000196600	ENST00000306494	Q6T423	SLC22A25
ENSG00000196639	ENST00000431010	P35367	HRH1
ENSG00000204278	ENST00000421688	A6NFC5	TMEM235
ENSG00000156738	ENST00000345732	P11836	MS4A1
ENSG00000169252	ENST00000305988	P07550	ADRB2
ENSG00000183726	ENST00000374358	O95807	TMEM50A
ENSG00000179673	ENST00000322329	Q8N4K4	RPRML
ENSG00000161652	ENST00000293405	Q6UXV1	IZUMO2
ENSG00000161904	ENST00000293760	Q8NC56	LEMD2
ENSG00000187492	ENST00000412678	A6H8M9	CDHR4
ENSG00000182179	ENST00000333486	P41226	UBA7
ENSG00000171462	ENST00000372488	Q6UY11	DLK2
ENSG00000157593	ENST00000393812	Q8TB61	SLC35B2
ENSG00000288702	ENST00000482026	P35503	UGT1A3
ENSG00000188580	ENST00000368417	Q5VXU1	NKAIN2
ENSG00000180708	ENST00000641042	Q6IF99	OR10K2
ENSG00000155957	ENST00000358230	Q9HC24	TMBIM4
ENSG00000172568	ENST00000312349	Q8TBE3	FNDC9
ENSG00000213171	ENST00000368820	Q6UY18	LINGO4
ENSG00000283516	ENST00000636296	A0A1B0GVX0	LITAFD
ENSG00000167895	ENST00000318430	Q8IU68	TMC8
ENSG00000184985	ENST00000507866	Q96PQ0	SORCS2
ENSG00000197454	ENST00000355281	Q8NG80	OR2L5
ENSG00000163531	ENST00000339876	O94856	NFASC
ENSG00000171121	ENST00000392685	Q9NPA1	KCNMB3
ENSG00000196542	ENST00000620149	Q8NFR3	SPTSSB
ENSG00000187054	ENST00000508048	Q6ZMR5	TMPRSS11A
ENSG00000171574	ENST00000306910	Q8IVC4	ZNF584
ENSG00000170615	ENST00000306312	P58743	SLC26A5
ENSG00000188735	ENST00000449592	A0PK00	TMEM120B
ENSG00000185621	ENST00000420910	Q96KR4	LMLN
ENSG00000279111	ENST00000623167	Q8NGY0	OR10X1
ENSG00000187701	ENST00000460972	Q8NH04	OR2T27
ENSG00000196772	ENST00000641093	Q8NHC5	OR14A16
ENSG00000197591	ENST00000355784	Q8NGX0	OR11L1
ENSG00000238243	ENST00000360358	Q7Z3T1	OR2W3
ENSG00000279263	ENST00000623922	Q8NGY9	OR2L8
ENSG00000198104	ENST00000641644	Q8NHC8	OR2T6
ENSG00000162727	ENST00000366476	A3KFT3	OR2M5
ENSG00000187730	ENST00000378585	O14764	GABRD
ENSG00000184349	ENST00000333274	P52803	EFNA5
ENSG00000263429	ENST00000581851	A6NJY4	TMEM238L
ENSG00000274419	ENST00000616101	A0A087WVF3	TBC1D3D
ENSG00000177462	ENST00000641945	A6NH00	OR2T8
ENSG00000160654	ENST00000532917	P09693	CD3G
ENSG00000188558	ENST00000641804	Q5TZ20	OR2G6
ENSG00000221888	ENST00000641256	Q15619	OR1C1
ENSG00000228198	ENST00000641626	Q8NG83	OR2M3
ENSG00000279301	ENST00000641193	Q8NH01	OR2T11
ENSG00000198967	ENST00000641002	Q8NGY1	OR10Z1
ENSG00000204217	ENST00000374580	Q13873	BMPR2
ENSG00000167107	ENST00000300441	Q96CM8	ACSF2
ENSG00000183166	ENST00000395275	Q9BXU9	CALN1
ENSG00000274286	ENST00000620793	P18089	ADRA2B
ENSG00000162300	ENST00000294258	O95159	ZFPL1
ENSG00000168124	ENST00000304646	O43749	OR1F1
ENSG00000188393	ENST00000455827	Q6UVW9	CLEC2A
ENSG00000172322	ENST00000304361	Q5QGZ9	CLEC12A
ENSG00000160785	ENST00000359511	Q96H78	SLC25A44
ENSG00000179468	ENST00000350513	Q8NGT5	OR9A2
ENSG00000225781	ENST00000418316	Q8N148	OR6V1
ENSG00000185372	ENST00000641551	Q8NHB1	OR2V1
ENSG00000196290	ENST00000409020	Q9GZT8	NIF3L1
ENSG00000163933	ENST00000296292	Q96AA3	RFT1
ENSG00000196371	ENST00000358752	P22083	FUT4
ENSG00000216588	ENST00000402988	A1L1A6	IGSF23
ENSG00000196171	ENST00000359610	Q8NGY2	OR6K2
ENSG00000165120	ENST00000297819	Q8WWF3	SSMEM1
ENSG00000263961	ENST00000331555	Q6ZWK4	RHEX
ENSG00000198049	ENST00000367126	P47901	AVPR1B
ENSG00000181273	ENST00000326855	Q8NH90	OR5AK2
ENSG00000181830	ENST00000314134	Q96A29	SLC35C1
ENSG00000168038	ENST00000301831	Q96C45	ULK4
ENSG00000173250	ENST00000311104	Q8TDV0	GPR151
ENSG00000254245	ENST00000253812	Q9Y5H0	PCDHGA3
ENSG00000254221	ENST00000523390	Q9Y5G3	PCDHGB1
ENSG00000253485	ENST00000518069	Q9Y5G8	PCDHGA5
ENSG00000177990	ENST00000324472	Q6NUT2	DPY19L2
ENSG00000253953	ENST00000519479	Q9UN71	PCDHGB4
ENSG00000253873	ENST00000398587	Q9Y5H2	PCDHGA11
ENSG00000240184	ENST00000308177	Q9UN70	PCDHGC3
ENSG00000240764	ENST00000252087	Q9Y5F6	PCDHGC5
ENSG00000186452	ENST00000398458	Q86WS5	TMPRSS12
ENSG00000162241	ENST00000398802	Q8N413	SLC25A45
ENSG00000214511	ENST00000695931	A8MV81	HIGD1C
ENSG00000197938	ENST00000355273	Q8NGV7	OR5H2
ENSG00000196098	ENST00000354924	A6NMS3	OR5K4
ENSG00000206536	ENST00000383695	A6NET4	OR5K3
ENSG00000163527	ENST00000295770	Q8TCJ2	STT3B
ENSG00000163608	ENST00000314400	Q6NW34	NEPRO
ENSG00000196182	ENST00000373132	Q8N2I9	STK40
ENSG00000172765	ENST00000393238	O94876	TMCC1
ENSG00000185436	ENST00000327535	Q8IU57	IFNLR1
ENSG00000172208	ENST00000624868	Q8NGF9	OR4X2
ENSG00000183269	ENST00000537935	Q6IFG1	OR52E8
ENSG00000163346	ENST00000368463	Q96AQ6	PBXIP1
ENSG00000242515	ENST00000344644	Q9HAW8	UGT1A10
ENSG00000197309	ENST00000641351	Q8NH80	OR10D3
ENSG00000159871	ENST00000377950	Q6UWN5	LYPD5
ENSG00000163354	ENST00000368424	Q5T1A1	DCST2
ENSG00000182310	ENST00000637797	W5XKT8	SPACA6
ENSG00000175471	ENST00000515393	Q6DN14	MCTP1
ENSG00000272674	ENST00000609684	Q9NRJ7	PCDHB16
